0.026347108;0.213379547;0.07;9.37E+05
0.039396387;0.21135971;0.07;9.52E+05
0;0.215000004;0.07;9.03E+05
0.065000467;0.204938874;0.07;9.75E+05
-0.116237774;0.180869505;0.07;7.52E+05
-0.075134799;0.201444194;0.07;8.05E+05
-0.045701537;0.210086569;0.07;8.43E+05
-0.152027965;0.152027965;0.07;7.03E+05
-0.182010785;0.114442438;0.07;6.55E+05
-0.162949651;0.140258372;0.07;6.87E+05
-0.190043926;0.100540079;0.07;6.39E+05
-0.200892925;0.076596566;0.07;6.13E+05
-0.195834696;0.088734284;0.07;6.26E+05
-0.205199689;0.064172328;0.07;6.00E+05
-0.213421822;0.026002396;0.07;5.60E+05
-0.21145454;0.038884148;0.07;5.74E+05
-0.215000004;0;0.07;5.34E+05
-0.180869505;-0.116237774;0.07;3.91E+05
-0.195570886;-0.08931423;0.07;4.29E+05
-0.210086569;-0.045701537;0.07;4.84E+05
-0.152027965;-0.152027965;0.07;3.31E+05
-0.113630168;-0.182519004;0.07;2.78E+05
-0.140016153;-0.163157836;0.07;3.10E+05
-0.099409066;-0.190637976;0.07;2.69E+05
-0.076418147;-0.20096086;0.07;2.69E+05
-0.088064991;-0.196136579;0.07;2.67E+05
-0.06450858;-0.205094233;0.07;2.75E+05
-0.026142316;-0.21340473;0.07;3.14E+05
-0.039092083;-0.2114162;0.07;2.98E+05
0;-0.215000004;0.07;3.47E+05
0.116237774;-0.180869505;0.07;4.98E+05
0.075134799;-0.201444194;0.07;4.45E+05
0.045701537;-0.210086569;0.07;4.07E+05
0.152027965;-0.152027965;0.07;5.47E+05
0.182519004;-0.113630168;0.07;5.96E+05
0.163157836;-0.140016153;0.07;5.63E+05
0.190637976;-0.099409066;0.07;6.13E+05
0.20096086;-0.076418147;0.07;6.37E+05
0.196136579;-0.088064991;0.07;6.25E+05
0.205094233;-0.06450858;0.07;6.50E+05
0.21340473;-0.026142316;0.07;6.89E+05
0.2114162;-0.039092083;0.07;6.76E+05
0.215000004;0;0.07;7.16E+05
0.180869505;0.116237774;0.07;8.59E+05
0.201444194;0.075134799;0.07;8.02E+05
0.210086569;0.045701537;0.07;7.66E+05
0.152027965;0.152027965;0.07;9.19E+05
0.114257567;0.182126895;0.07;9.71E+05
0.140203208;0.162997112;0.07;9.39E+05
0.100282699;0.19017987;0.07;9.80E+05
0.077046558;0.200720772;0.07;9.81E+05
0.088821136;0.195795313;0.07;9.83E+05
0.051696699;0.121696696;0.07;1.15E+06
0.0495;0.127000004;0.07;1.15E+06
0.051696699;0.132303298;0.07;1.15E+06
0.057;0.134499997;0.07;1.15E+06
0.062303301;0.132303298;0.07;1.15E+06
0.064499997;0.127000004;0.07;1.15E+06
0.062303301;0.121696696;0.07;1.15E+06
0.057;0.119499996;0.07;1.15E+06
-0.051696699;-0.121696696;0.07;1.00E+05
-0.0495;-0.127000004;0.07;1.00E+05
-0.051696699;-0.132303298;0.07;1.00E+05
-0.057;-0.134499997;0.07;1.00E+05
-0.062303301;-0.132303298;0.07;1.00E+05
-0.064499997;-0.127000004;0.07;1.00E+05
-0.062303301;-0.121696696;0.07;1.00E+05
-0.057;-0.119499996;0.07;1.00E+05
0.013198447;0.214594498;0.07;9.20E+05
0.052297059;0.2085426;0.07;9.65E+05
-0.140795052;0.162486166;0.07;7.19E+05
-0.128844693;0.172116369;0.07;7.36E+05
-0.103038535;0.188700989;0.07;7.69E+05
-0.08931423;0.195570886;0.07;7.87E+05
-0.060572501;0.20629099;0.07;8.24E+05
-0.030597691;0.212811604;0.07;8.63E+05
-0.015337925;0.214452207;0.07;8.83E+05
-0.172962546;0.127706528;0.07;6.71E+05
-0.214605093;0.013025122;0.07;5.47E+05
-0.208710477;0.051623058;0.07;5.87E+05
-0.162486166;-0.140795052;0.07;3.50E+05
-0.172116369;-0.128844693;0.07;3.71E+05
-0.188700989;-0.103038535;0.07;4.10E+05
-0.201444194;-0.075134799;0.07;4.48E+05
-0.20629099;-0.060572501;0.07;4.66E+05
-0.212811604;-0.030597691;0.07;5.01E+05
-0.214452207;-0.015337925;0.07;5.17E+05
-0.127192095;-0.1733412;0.07;2.92E+05
-0.013095472;-0.214600816;0.07;3.30E+05
-0.051896688;-0.208642602;0.07;2.85E+05
0.140795052;-0.162486166;0.07;5.31E+05
0.128844693;-0.172116369;0.07;5.14E+05
0.103038535;-0.188700989;0.07;4.81E+05
0.08931423;-0.195570886;0.07;4.63E+05
0.060572501;-0.20629099;0.07;4.26E+05
0.030597691;-0.212811604;0.07;3.87E+05
0.015337925;-0.214452207;0.07;3.67E+05
0.1733412;-0.127192095;0.07;5.80E+05
0.214600816;-0.013095472;0.07;7.03E+05
0.208642602;-0.051896688;0.07;6.63E+05
0.162486166;0.140795052;0.07;8.99E+05
0.172116369;0.128844693;0.07;8.79E+05
0.188700989;0.103038535;0.07;8.39E+05
0.195570886;0.08931423;0.07;8.20E+05
0.20629099;0.060572501;0.07;7.84E+05
0.212811604;0.030597691;0.07;7.49E+05
0.214452207;0.015337925;0.07;7.33E+05
0.127589419;0.173048958;0.07;9.57E+05
0.072860479;0.131562665;0.07;1.07E+06
-0.073564887;-0.13162674;0.07;1.86E+05
0.043481577;0.131949395;0.07;1.07E+06
-0.043762371;-0.132123113;0.07;1.77E+05
0.062424496;0.142658278;0.07;1.07E+06
-0.062855125;-0.142862156;0.07;1.77E+05
-0.052002206;-0.141163483;0.07;1.71E+05
0.051382985;0.141312107;0.07;1.08E+06
-0.071434371;-0.12144614;0.07;1.84E+05
0.071371675;0.12155728;0.07;1.07E+06
0.044427056;0.123272777;0.07;1.08E+06
-0.04451219;-0.123394929;0.07;1.73E+05
0.061672505;0.113809235;0.07;1.07E+06
-0.061692718;-0.113799162;0.07;1.84E+05
-0.052706376;-0.114872321;0.07;1.75E+05
0.052682236;0.114849426;0.07;1.07E+06
-0.056876369;-0.109961279;0.07;2.11E+05
0.05685094;0.109949999;0.07;1.04E+06
