-0.021846565;0.213887185;0;6.72E+05;1.31E+06
-0.043466978;0.210560262;0;6.52E+05;1.26E+06
0;0.215000004;0;6.94E+05;1.35E+06
-0.06463743;0.205053657;0;6.32E+05;1.22E+06
0.062411204;0.205742165;0;7.69E+05;1.51E+06
0.021073686;0.213964716;0;7.16E+05;1.40E+06
0.08227694;0.198634103;0;8.00E+05;1.58E+06
0.167187542;0.135178864;0;9.02E+05;1.79E+06
0.137120485;0.165598825;0;9.04E+05;1.80E+06
0.119968586;0.178416759;0;8.72E+05;1.73E+06
0.190637976;0.099409066;0;8.30E+05;1.64E+06
0.198634103;0.08227694;0;8.00E+05;1.58E+06
0.205094233;0.06450858;0;7.72E+05;1.52E+06
0.210990295;-0.041329097;0;6.54E+05;1.27E+06
0.214054883;-0.020137223;0;6.74E+05;1.31E+06
0.213805333;0.022633553;0;7.18E+05;1.41E+06
0.198634103;-0.08227694;0;6.17E+05;1.19E+06
0.135178864;-0.167187542;0;5.33E+05;1.01E+06
0.15113838;-0.152912349;0;5.49E+05;1.05E+06
0.178416759;-0.119968586;0;5.82E+05;1.12E+06
0.099409066;-0.190637976;0;4.99E+05;9.42E+05
0.08227694;-0.198634103;0;4.84E+05;9.10E+05
0.06450858;-0.205094233;0;4.68E+05;8.76E+05
-0.041329097;-0.210990295;0;3.60E+05;6.48E+05
-0.020137223;-0.214054883;0;3.85E+05;7.01E+05
0.022633553;-0.213805333;0;4.29E+05;7.95E+05
-0.08227694;-0.198634103;0;3.00E+05;5.23E+05
-0.167187542;-0.135178864;0;1.99E+05;3.09E+05
-0.137120485;-0.165598825;0;1.96E+05;3.02E+05
-0.119968586;-0.178416759;0;2.29E+05;3.72E+05
-0.190637976;-0.099409066;0;2.70E+05;4.58E+05
-0.198634103;-0.08227694;0;3.00E+05;5.23E+05
-0.205094233;-0.06450858;0;3.28E+05;5.82E+05
-0.210990295;0.041329097;0;4.47E+05;8.32E+05
-0.214996338;-0.001254386;0;4.05E+05;7.44E+05
-0.213805333;-0.022633553;0;3.82E+05;6.95E+05
-0.198634103;0.08227694;0;4.84E+05;9.10E+05
-0.135108516;0.167244405;0;5.68E+05;1.09E+06
-0.165564209;0.137162298;0;5.35E+05;1.02E+06
-0.178396568;0.119998612;0;5.18E+05;9.82E+05
-0.099296756;0.190696493;0;6.01E+05;1.16E+06
-0.082280837;0.198632479;0;6.17E+05;1.19E+06
0.115696698;0.1263033;0;1.00E+06;2.00E+06
0.113499999;0.120999999;0;1.00E+06;2.00E+06
0.115696698;0.115696698;0;1.00E+06;2.00E+06
0.120999999;0.113499999;0;1.00E+06;2.00E+06
0.1263033;0.115696698;0;1.00E+06;2.00E+06
0.1285;0.120999999;0;1.00E+06;2.00E+06
0.1263033;0.1263033;0;1.00E+06;2.00E+06
0.120999999;0.1285;0;1.00E+06;2.00E+06
-0.115696698;-0.1263033;0;1.00E+05;1.00E+05
-0.113499999;-0.120999999;0;1.00E+05;1.00E+05
-0.115696698;-0.115696698;0;1.00E+05;1.00E+05
-0.120999999;-0.113499999;0;1.00E+05;1.00E+05
-0.1263033;-0.115696698;0;1.00E+05;1.00E+05
-0.1285;-0.120999999;0;1.00E+05;1.00E+05
-0.1263033;-0.1263033;0;1.00E+05;1.00E+05
-0.120999999;-0.1285;0;1.00E+05;1.00E+05
0.041944418;0.210868835;0;7.41E+05;1.45E+06
0.179804459;0.117878564;0;8.68E+05;1.72E+06
0.152912349;0.15113838;0;9.20E+05;1.83E+06
0.101626761;0.189465046;0;8.35E+05;1.65E+06
0.205832988;-0.062111046;0;6.35E+05;1.23E+06
0.214996338;0.001254386;0;6.95E+05;1.36E+06
0.210493684;0.043788225;0;7.44E+05;1.46E+06
0.117878564;-0.179804459;0;5.16E+05;9.78E+05
0.165598825;-0.137120485;0;5.66E+05;1.08E+06
0.189465046;-0.101626761;0;5.99E+05;1.15E+06
-0.062111046;-0.205832988;0;3.32E+05;5.89E+05
0.001254386;-0.214996338;0;4.08E+05;7.50E+05
0.043788225;-0.210493684;0;4.49E+05;8.37E+05
-0.179804459;-0.117878564;0;2.32E+05;3.79E+05
-0.152912349;-0.15113838;0;1.82E+05;2.73E+05
-0.101626761;-0.189465046;0;2.65E+05;4.49E+05
-0.205832988;0.062111046;0;4.66E+05;8.72E+05
-0.214054883;0.020137223;0;4.27E+05;7.90E+05
-0.210493684;-0.043788225;0;3.57E+05;6.42E+05
-0.117787763;0.17986396;0;5.84E+05;1.12E+06
-0.151086912;0.152963221;0;5.51E+05;1.05E+06
-0.189456493;0.101642706;0;5.01E+05;9.47E+05
0.116617978;0.136677563;0;9.41E+05;1.87E+06
-0.1178784;-0.136741415;0;1.58E+05;2.23E+05
0.108700827;0.128874138;0;9.39E+05;1.87E+06
0.124851003;0.105300523;0;9.26E+05;1.84E+06
-0.109146699;-0.128629893;0;1.58E+05;2.22E+05
-0.12658304;-0.105422996;0;1.75E+05;2.59E+05
0.141196698;0.12405362;0;9.34E+05;1.86E+06
0.109181926;0.117710859;0;9.50E+05;1.89E+06
0.114132091;0.106204122;0;9.19E+05;1.83E+06
-0.109356977;-0.117595159;0;1.49E+05;2.04E+05
-0.114708878;-0.105928265;0;1.81E+05;2.71E+05
0.133017167;0.11144273;0;9.43E+05;1.88E+06
-0.128742203;-0.130045354;0;1.30E+05;1.63E+05
0.129962042;0.133408457;0;9.56E+05;1.91E+06
0.124707639;0.141116962;0;9.34E+05;1.86E+06
