0.009368796;0.214795783;0.07;7.03E+05
0;0.215000004;0.07;6.93E+05
0.018719794;0.214183494;0.07;7.13E+05
-0.009368796;0.214795783;0.07;6.84E+05
-0.018719794;0.214183494;0.07;6.75E+05
-0.127668098;0.172990903;0.07;5.75E+05
-0.100455649;0.19008857;0.07;6.00E+05
-0.081027269;0.199147135;0.07;6.17E+05
-0.050437011;0.20900026;0.07;6.45E+05
-0.152027965;0.152027965;0.07;5.50E+05
-0.20900026;0.050437011;0.07;4.55E+05
-0.199147135;0.081027269;0.07;4.82E+05
-0.19008857;0.100455649;0.07;5.00E+05
-0.172990903;0.127668098;0.07;5.25E+05
-0.214183494;0.018719794;0.07;4.25E+05
-0.214795783;0.009368796;0.07;4.16E+05
-0.215000004;0;0.07;4.06E+05
-0.214795783;-0.009368796;0.07;3.96E+05
-0.214183494;-0.018719794;0.07;3.86E+05
-0.172990903;-0.127668098;0.07;2.13E+05
-0.19008857;-0.100455649;0.07;2.68E+05
-0.199147135;-0.081027269;0.07;3.02E+05
-0.20900026;-0.050437011;0.07;3.48E+05
-0.152027965;-0.152027965;0.07;1.83E+05
-0.050437011;-0.20900026;0.07;3.47E+05
-0.081027269;-0.199147135;0.07;3.02E+05
-0.100455649;-0.19008857;0.07;2.68E+05
-0.127668098;-0.172990903;0.07;2.13E+05
-0.018719794;-0.214183494;0.07;3.86E+05
-0.009368796;-0.214795783;0.07;3.96E+05
0;-0.215000004;0.07;4.06E+05
0.009368796;-0.214795783;0.07;4.16E+05
0.018719794;-0.214183494;0.07;4.25E+05
0.127668098;-0.172990903;0.07;5.25E+05
0.100455649;-0.19008857;0.07;5.00E+05
0.081027269;-0.199147135;0.07;4.82E+05
0.050437011;-0.20900026;0.07;4.55E+05
0.152027965;-0.152027965;0.07;5.50E+05
0.20900026;-0.050437011;0.07;6.45E+05
0.199147135;-0.081027269;0.07;6.17E+05
0.19008857;-0.100455649;0.07;6.00E+05
0.172990903;-0.127668098;0.07;5.75E+05
0.214183494;-0.018719794;0.07;6.75E+05
0.214795783;-0.009368796;0.07;6.84E+05
0.215000004;0;0.07;6.93E+05
0.214795783;0.009368796;0.07;7.03E+05
0.214183494;0.018719794;0.07;7.13E+05
0.172990903;0.127668098;0.07;8.86E+05
0.19008857;0.100455649;0.07;8.32E+05
0.199147135;0.081027269;0.07;7.97E+05
0.20900026;0.050437011;0.07;7.52E+05
0.152027965;0.152027965;0.07;9.16E+05
0.050437011;0.20900026;0.07;7.52E+05
0.081027269;0.199147135;0.07;7.97E+05
0.100455649;0.19008857;0.07;8.32E+05
0.127668098;0.172990903;0.07;8.86E+05
0.1263033;0.1263033;0.07;1.00E+06
0.1285;0.120999999;0.07;1.00E+06
0.1263033;0.115696698;0.07;1.00E+06
0.120999999;0.113499999;0.07;1.00E+06
0.115696698;0.115696698;0.07;1.00E+06
0.113499999;0.120999999;0.07;1.00E+06
0.115696698;0.1263033;0.07;1.00E+06
0.120999999;0.1285;0.07;1.00E+06
-0.1263033;-0.1263033;0.07;1.00E+05
-0.1285;-0.120999999;0.07;1.00E+05
-0.1263033;-0.115696698;0.07;1.00E+05
-0.120999999;-0.113499999;0.07;1.00E+05
-0.115696698;-0.115696698;0.07;1.00E+05
-0.113499999;-0.120999999;0.07;1.00E+05
-0.115696698;-0.1263033;0.07;1.00E+05
-0.120999999;-0.1285;0.07;1.00E+05
0.128216773;0.099664666;0.07;8.94E+05
-0.054537974;0.186945662;0.07;6.36E+05
-0.036788777;0.191905841;0.07;6.54E+05
-0.009013612;0.19356522;0.07;6.82E+05
0.009326949;0.193401054;0.07;7.03E+05
0.038130343;0.191258773;0.07;7.40E+05
0.056952186;0.188752294;0.07;7.67E+05
-0.101226382;0.167638287;0.07;5.90E+05
-0.072416425;0.167926401;0.07;6.13E+05
-0.054528378;0.16520761;0.07;6.28E+05
-0.035096806;0.172896057;0.07;6.50E+05
-0.009296222;0.172480047;0.07;6.78E+05
